Node,Community,length_column
5284,"[1721, 62]",2
5281,"[1721, 62]",2
5351,"[62, 7]",2
3752,"[5672, 62]",2
3749,"[5672, 62]",2
3746,"[5672, 62]",2
3684,"[5672, 62]",2
3685,"[5672, 62]",2
3687,"[1721, 62]",2
3693,"[5672, 62]",2
3694,"[5672, 62]",2
3696,"[5672, 62]",2
3697,"[5672, 62]",2
3699,"[5672, 62]",2
3700,"[5672, 62]",2
3703,"[5672, 62]",2
3704,"[5672, 62]",2
3705,"[5672, 62]",2
3709,"[5672, 62]",2
3711,"[5672, 62]",2
3712,"[5672, 62]",2
3717,"[5672, 62]",2
3721,"[5672, 62]",2
3722,"[5672, 62]",2
3724,"[5672, 62]",2
3728,"[5672, 62]",2
3730,"[5672, 62]",2
3732,"[5672, 62]",2
3734,"[5672, 62]",2
3736,"[5672, 62]",2
3737,"[5672, 62]",2
3738,"[5672, 62]",2
5360,"[1721, 62]",2
5279,"[62, 7]",2
5350,"[62, 7]",2
5276,"[8, 62]",2
3889,"[282, 62]",2
5233,"[1721, 62]",2
3895,"[282, 62]",2
3897,"[5672, 62]",2
3898,"[62, 7]",2
3899,"[68, 62]",2
3900,"[282, 62]",2
3901,"[8, 62]",2
3902,"[8, 7]",2
3905,"[282, 62]",2
3906,"[282, 62]",2
3907,"[1721, 62]",2
3909,"[3, 62]",2
3911,"[282, 62]",2
3912,"[8, 62]",2
3913,"[282, 62]",2
3915,"[282, 62]",2
3917,"[760, 62]",2
3918,"[760, 62]",2
6056,"[5672, 62]",2
3920,"[8, 62]",2
3921,"[187, 62]",2
3922,"[8, 62]",2
3923,"[5672, 62]",2
3924,"[5672, 62]",2
3925,"[5672, 62]",2
3926,"[5672, 62]",2
3927,"[5672, 62]",2
3890,"[62, 23]",2
5239,"[5672, 62]",2
5275,"[1721, 62]",2
3886,"[282, 62]",2
5273,"[62, 7]",2
5272,"[62, 7]",2
5271,"[62, 7]",2
5270,"[62, 7]",2
5269,"[5672, 62]",2
5268,"[5672, 62]",2
5267,"[5672, 62]",2
5265,"[5672, 62]",2
5264,"[1721, 62]",2
5262,"[62, 7]",2
5261,"[1721, 62]",2
3857,"[282, 62]",2
5019,"[282, 62]",2
6118,"[5672, 62]",2
4322,"[685, 62]",2
5252,"[5672, 62]",2
3862,"[62, 22]",2
3868,"[760, 62]",2
3875,"[62, 22]",2
3877,"[5672, 62]",2
4835,"[8, 62]",2
5243,"[5672, 62]",2
3880,"[685, 62]",2
3881,"[685, 62]",2
5241,"[5672, 62]",2
3914,"[282, 62]",2
3885,"[282, 62]",2
2019,"[62, 7]",2
4827,"[62, 7]",2
1952,"[62, 7]",2
769,"[8, 62]",2
746,"[62, 31]",2
749,"[62, 31]",2
750,"[685, 62]",2
751,"[1721, 62]",2
752,"[685, 62]",2
756,"[685, 62]",2
757,"[685, 62]",2
763,"[685, 62]",2
764,"[685, 62]",2
766,"[62, 22]",2
767,"[685, 62]",2
768,"[282, 62]",2
770,"[685, 62]",2
5392,"[685, 62]",2
771,"[62, 31]",2
773,"[685, 62]",2
777,"[685, 62]",2
778,"[685, 62]",2
779,"[685, 62]",2
780,"[685, 62]",2
782,"[8, 62]",2
783,"[282, 62]",2
784,"[282, 62]",2
786,"[8, 62]",2
787,"[3, 62]",2
789,"[62, 7]",2
743,"[685, 62]",2
765,"[685, 62]",2
791,"[685, 62]",2
727,"[1721, 62]",2
3482,"[3, 62]",2
686,"[282, 62]",2
689,"[282, 62]",2
690,"[282, 62]",2
691,"[282, 62]",2
692,"[282, 62]",2
1505,"[8, 62]",2
693,"[685, 62]",2
694,"[685, 62]",2
697,"[685, 62]",2
698,"[685, 62]",2
712,"[685, 62]",2
843,"[62, 22]",2
6289,"[62, 7]",2
1144,"[685, 62]",2
1603,"[62, 7]",2
702,"[685, 62]",2
703,"[685, 62]",2
707,"[685, 62]",2
711,"[685, 62]",2
715,"[685, 62]",2
716,"[282, 62]",2
721,"[685, 62]",2
826,"[685, 62]",2
2752,"[5672, 62]",2
728,"[760, 685]",2
790,"[282, 62]",2
792,"[685, 62]",2
1294,"[203, 62]",2
971,"[685, 62]",2
1385,"[282, 62]",2
836,"[62, 31]",2
6258,"[5672, 62]",2
839,"[685, 62]",2
840,"[685, 62]",2
842,"[685, 62]",2
844,"[685, 62]",2
846,"[8, 62]",2
849,"[282, 62]",2
851,"[685, 62]",2
852,"[685, 62]",2
854,"[685, 62]",2
1701,"[62, 7]",2
834,"[8, 62]",2
2665,"[5672, 62]",2
3395,"[282, 62]",2
6253,"[1721, 62]",2
858,"[685, 62]",2
860,"[685, 62]",2
899,"[685, 62]",2
1222,"[685, 62]",2
862,"[62, 22]",2
865,"[62, 22]",2
868,"[62, 22]",2
869,"[62, 22]",2
871,"[62, 22]",2
835,"[685, 62]",2
1950,"[282, 62]",2
793,"[8, 62]",2
807,"[282, 62]",2
794,"[62, 55]",2
902,"[685, 62]",2
1335,"[62, 7]",2
795,"[685, 62]",2
796,"[685, 62]",2
797,"[282, 62]",2
798,"[3, 62]",2
799,"[8, 62]",2
800,"[282, 62]",2
801,"[282, 62]",2
802,"[8, 62]",2
803,"[282, 62]",2
808,"[282, 62]",2
830,"[685, 62]",2
809,"[62, 22]",2
810,"[282, 62]",2
993,"[282, 62]",2
1162,"[8, 62]",2
812,"[62, 31]",2
814,"[62, 23]",2
815,"[685, 62]",2
816,"[62, 22]",2
817,"[685, 62]",2
6267,"[5672, 62]",2
825,"[685, 62]",2
829,"[685, 62]",2
890,"[685, 62]",2
684,"[685, 62]",2
980,"[3, 62]",2
708,"[282, 62]",2
594,"[62, 22]",2
595,"[3, 62]",2
596,"[62, 22]",2
598,"[62, 22]",2
602,"[62, 22]",2
606,"[62, 22]",2
607,"[62, 22]",2
608,"[62, 22]",2
610,"[760, 62]",2
611,"[62, 22]",2
612,"[62, 22]",2
613,"[62, 22]",2
719,"[685, 62]",2
592,"[62, 22]",2
853,"[62, 23]",2
937,"[685, 62]",2
983,"[760, 62]",2
1012,"[282, 62]",2
1023,"[5672, 62]",2
1141,"[62, 22]",2
1184,"[282, 62]",2
1376,"[1721, 62]",2
1428,"[8, 62]",2
1483,"[8, 62]",2
1770,"[62, 22]",2
1888,"[62, 22]",2
593,"[685, 62]",2
591,"[685, 62]",2
678,"[282, 62]",2
560,"[685, 62]",2
546,"[62, 31]",2
549,"[62, 31]",2
551,"[282, 62]",2
552,"[685, 62]",2
553,"[62, 22]",2
556,"[685, 62]",2
557,"[685, 62]",2
558,"[62, 22]",2
822,"[685, 62]",2
956,"[685, 62]",2
1007,"[282, 62]",2
559,"[62, 31]",2
567,"[685, 62]",2
590,"[62, 22]",2
568,"[685, 62]",2
569,"[685, 62]",2
572,"[685, 62]",2
573,"[282, 62]",2
576,"[685, 62]",2
577,"[685, 62]",2
579,"[685, 62]",2
583,"[685, 62]",2
584,"[685, 62]",2
586,"[685, 62]",2
587,"[685, 62]",2
588,"[685, 62]",2
3025,"[8, 62]",2
3876,"[62, 22]",2
3878,"[685, 62]",2
665,"[685, 62]",2
3270,"[282, 62]",2
662,"[685, 62]",2
663,"[685, 62]",2
731,"[685, 62]",2
855,"[62, 7]",2
929,"[282, 62]",2
1320,"[62, 7]",2
1775,"[685, 62]",2
2492,"[62, 31]",2
2497,"[8, 62]",2
4039,"[8, 62]",2
664,"[187, 62]",2
666,"[1721, 62]",2
5006,"[1721, 62]",2
667,"[62, 22]",2
668,"[62, 22]",2
669,"[3, 62]",2
670,"[282, 62]",2
671,"[62, 7]",2
1086,"[685, 62]",2
1227,"[8, 62]",2
1304,"[8, 62]",2
673,"[3, 62]",2
675,"[62, 22]",2
676,"[3, 62]",2
677,"[3, 62]",2
3006,"[62, 31]",2
1834,"[685, 62]",2
1766,"[62, 22]",2
1369,"[282, 62]",2
618,"[62, 31]",2
619,"[685, 62]",2
622,"[685, 62]",2
626,"[685, 62]",2
627,"[760, 62]",2
628,"[760, 62]",2
629,"[685, 62]",2
631,"[685, 62]",2
632,"[685, 62]",2
637,"[685, 62]",2
732,"[62, 22]",2
1044,"[3, 62]",2
1602,"[685, 62]",2
633,"[3, 62]",2
636,"[282, 62]",2
638,"[685, 62]",2
641,"[62, 23]",2
647,"[282, 62]",2
648,"[282, 62]",2
649,"[5672, 62]",2
650,"[5672, 62]",2
651,"[282, 62]",2
653,"[282, 62]",2
655,"[282, 62]",2
656,"[8, 62]",2
872,"[62, 22]",2
875,"[62, 22]",2
877,"[3, 62]",2
1120,"[8, 62]",2
1096,"[8, 62]",2
1097,"[5672, 62]",2
1101,"[62, 22]",2
1102,"[685, 62]",2
1103,"[685, 62]",2
1105,"[685, 62]",2
1109,"[3, 62]",2
1111,"[685, 62]",2
1113,"[685, 62]",2
1115,"[685, 62]",2
1117,"[3, 62]",2
6606,"[760, 62]",2
1122,"[62, 7]",2
1094,"[685, 62]",2
1128,"[62, 22]",2
1129,"[62, 22]",2
1130,"[62, 22]",2
6172,"[5672, 62]",2
1132,"[62, 22]",2
1176,"[3, 62]",2
1589,"[685, 62]",2
1606,"[5672, 62]",2
1953,"[62, 55]",2
1133,"[62, 31]",2
1136,"[685, 62]",2
1138,"[8, 62]",2
1095,"[685, 62]",2
1090,"[685, 62]",2
1562,"[3, 62]",2
1057,"[62, 22]",2
1905,"[3, 62]",2
2442,"[8, 62]",2
3884,"[62, 23]",2
1047,"[685, 62]",2
1062,"[685, 62]",2
1232,"[3, 62]",2
1616,"[62, 22]",2
1889,"[3, 62]",2
2447,"[62, 22]",2
1052,"[282, 62]",2
1055,"[685, 62]",2
1056,"[685, 62]",2
1059,"[282, 62]",2
1087,"[1721, 62]",2
1061,"[62, 22]",2
1066,"[3, 62]",2
4873,"[62, 7]",2
1067,"[685, 62]",2
1069,"[62, 22]",2
1993,"[8, 62]",2
1074,"[685, 62]",2
1075,"[685, 62]",2
1076,"[62, 31]",2
1077,"[685, 62]",2
1079,"[62, 31]",2
1081,"[62, 31]",2
1140,"[62, 22]",2
1142,"[685, 62]",2
1286,"[8, 62]",2
3865,"[62, 22]",2
1178,"[62, 22]",2
1179,"[282, 62]",2
1180,"[62, 22]",2
1181,"[62, 22]",2
1183,"[62, 22]",2
1185,"[62, 22]",2
1186,"[62, 22]",2
1468,"[8, 62]",2
1548,"[62, 22]",2
3032,"[3, 62]",2
3462,"[62, 22]",2
3551,"[8, 62]",2
4168,"[760, 62]",2
1414,"[3, 62]",2
4282,"[62, 7]",2
4415,"[62, 7]",2
4523,"[62, 22]",2
5179,"[62, 22]",2
1187,"[62, 7]",2
6252,"[5672, 62]",2
1190,"[62, 31]",2
1191,"[282, 62]",2
1192,"[8, 62]",2
1193,"[62, 7]",2
1194,"[8, 62]",2
1267,"[62, 7]",2
1177,"[282, 62]",2
1175,"[282, 62]",2
1174,"[282, 62]",2
1173,"[8, 62]",2
1429,"[8, 62]",2
1626,"[62, 22]",2
1785,"[282, 62]",2
3959,"[282, 62]",2
4380,"[62, 22]",2
4470,"[8, 62]",2
4984,"[5672, 62]",2
1145,"[685, 62]",2
1147,"[760, 62]",2
1148,"[1721, 62]",2
1152,"[282, 62]",2
1153,"[760, 62]",2
1154,"[282, 62]",2
1155,"[3, 62]",2
1156,"[3, 62]",2
1157,"[282, 62]",2
1160,"[282, 62]",2
1161,"[282, 62]",2
1163,"[282, 62]",2
1164,"[282, 62]",2
1165,"[282, 62]",2
1167,"[282, 62]",2
1168,"[282, 62]",2
1171,"[282, 62]",2
1172,"[282, 62]",2
1810,"[282, 62]",2
1158,"[3, 62]",2
878,"[62, 22]",2
938,"[8, 62]",2
913,"[62, 31]",2
915,"[8, 62]",2
916,"[62, 31]",2
917,"[62, 7]",2
918,"[62, 31]",2
919,"[62, 31]",2
920,"[62, 31]",2
928,"[685, 62]",2
6228,"[5672, 62]",2
931,"[1721, 62]",2
933,"[685, 62]",2
934,"[685, 62]",2
939,"[62, 22]",2
908,"[282, 62]",2
6226,"[62, 7]",2
943,"[685, 62]",2
947,"[282, 62]",2
950,"[62, 7]",2
951,"[282, 62]",2
952,"[685, 62]",2
954,"[685, 62]",2
957,"[685, 62]",2
959,"[685, 62]",2
960,"[685, 62]",2
963,"[282, 62]",2
964,"[282, 62]",2
912,"[62, 31]",2
907,"[685, 62]",2
1065,"[62, 22]",2
2008,"[1721, 62]",2
879,"[282, 62]",2
1644,"[282, 62]",2
880,"[62, 22]",2
881,"[3, 62]",2
882,"[8, 62]",2
883,"[282, 62]",2
884,"[282, 62]",2
885,"[282, 62]",2
886,"[282, 62]",2
932,"[685, 62]",2
1409,"[62, 31]",2
1514,"[685, 62]",2
888,"[685, 62]",2
905,"[62, 31]",2
892,"[5672, 62]",2
893,"[685, 62]",2
944,"[685, 62]",2
1768,"[62, 22]",2
895,"[685, 62]",2
896,"[685, 62]",2
6243,"[5672, 62]",2
900,"[8, 62]",2
901,"[685, 62]",2
903,"[282, 62]",2
904,"[203, 62]",2
1015,"[685, 62]",2
965,"[62, 22]",2
967,"[282, 62]",2
6218,"[5672, 62]",2
2349,"[3, 62]",2
1008,"[282, 62]",2
1189,"[62, 31]",2
1003,"[62, 22]",2
1604,"[685, 62]",2
3614,"[685, 62]",2
1006,"[3, 62]",2
2471,"[62, 7]",2
1013,"[8, 62]",2
1016,"[8, 62]",2
1017,"[62, 55]",2
1018,"[8, 62]",2
1019,"[62, 22]",2
1024,"[760, 62]",2
969,"[62, 22]",2
1026,"[282, 62]",2
1028,"[3, 62]",2
1029,"[3, 62]",2
1030,"[3, 62]",2
1031,"[3, 62]",2
1033,"[282, 62]",2
1034,"[3, 62]",2
1039,"[3, 62]",2
1040,"[282, 62]",2
1042,"[8, 62]",2
1043,"[3, 62]",2
1046,"[3, 62]",2
1001,"[3, 62]",2
1000,"[282, 62]",2
999,"[282, 62]",2
998,"[282, 62]",2
1254,"[62, 31]",2
974,"[62, 22]",2
6317,"[5672, 62]",2
1521,"[187, 62]",2
1549,"[62, 22]",2
1942,"[62, 22]",2
2461,"[282, 62]",2
3265,"[62, 22]",2
3568,"[62, 22]",2
6403,"[62, 22]",2
977,"[62, 22]",2
2142,"[3, 62]",2
4077,"[685, 62]",2
978,"[62, 22]",2
979,"[62, 22]",2
981,"[282, 62]",2
984,"[282, 62]",2
985,"[282, 62]",2
986,"[282, 62]",2
987,"[282, 62]",2
988,"[59, 62]",2
990,"[282, 62]",2
991,"[282, 62]",2
994,"[282, 62]",2
996,"[282, 62]",2
544,"[8, 62]",2
6364,"[5672, 62]",2
625,"[685, 62]",2
149,"[62, 22]",2
132,"[62, 22]",2
133,"[685, 62]",2
137,"[62, 22]",2
138,"[282, 62]",2
139,"[62, 22]",2
140,"[62, 22]",2
141,"[62, 22]",2
142,"[62, 22]",2
144,"[8, 62]",2
145,"[282, 62]",2
146,"[62, 22]",2
147,"[62, 22]",2
150,"[62, 22]",2
128,"[62, 22]",2
153,"[282, 62]",2
154,"[62, 22]",2
155,"[62, 22]",2
160,"[62, 22]",2
161,"[62, 23]",2
163,"[62, 22]",2
164,"[62, 22]",2
166,"[282, 62]",2
167,"[8, 62]",2
168,"[8, 62]",2
169,"[62, 22]",2
170,"[62, 22]",2
130,"[685, 62]",2
127,"[685, 62]",2
94,"[62, 31]",2
107,"[62, 31]",2
96,"[62, 31]",2
201,"[62, 31]",2
216,"[62, 31]",2
475,"[62, 31]",2
1727,"[8, 62]",2
98,"[8, 62]",2
100,"[62, 31]",2
101,"[62, 31]",2
102,"[62, 7]",2
104,"[282, 62]",2
105,"[62, 31]",2
106,"[187, 62]",2
110,"[62, 31]",2
126,"[685, 62]",2
111,"[62, 31]",2
113,"[62, 22]",2
115,"[8, 62]",2
116,"[62, 31]",2
117,"[62, 31]",2
118,"[62, 31]",2
120,"[685, 62]",2
121,"[685, 62]",2
122,"[62, 22]",2
123,"[62, 22]",2
124,"[685, 62]",2
125,"[685, 62]",2
171,"[62, 22]",2
173,"[62, 22]",2
174,"[3, 62]",2
231,"[62, 31]",2
182,"[62, 31]",2
183,"[62, 22]",2
185,"[62, 31]",2
186,"[62, 31]",2
188,"[282, 62]",2
189,"[62, 31]",2
192,"[62, 31]",2
193,"[62, 31]",2
196,"[62, 31]",2
197,"[62, 31]",2
205,"[62, 31]",2
224,"[685, 62]",2
240,"[62, 31]",2
175,"[62, 22]",2
266,"[62, 31]",2
269,"[62, 31]",2
343,"[62, 31]",2
345,"[62, 31]",2
396,"[62, 31]",2
415,"[62, 23]",2
476,"[62, 31]",2
762,"[8, 62]",2
1397,"[8, 62]",2
206,"[62, 31]",2
208,"[62, 31]",2
209,"[62, 31]",2
181,"[62, 31]",2
178,"[62, 31]",2
2348,"[8, 62]",2
2071,"[8, 62]",2
176,"[62, 22]",2
177,"[62, 22]",2
195,"[62, 7]",2
200,"[62, 31]",2
203,"[62, 31]",2
235,"[62, 31]",2
272,"[669, 62]",2
278,"[685, 62]",2
342,"[62, 31]",2
355,"[62, 31]",2
456,"[62, 22]",2
465,"[62, 22]",2
645,"[282, 62]",2
646,"[282, 62]",2
747,"[3, 62]",2
761,"[3, 62]",2
772,"[282, 62]",2
841,"[282, 62]",2
845,"[62, 22]",2
861,"[685, 62]",2
867,"[62, 22]",2
1108,"[62, 31]",2
1125,"[1721, 62]",2
1365,"[282, 62]",2
1722,"[1721, 62]",2
95,"[62, 31]",2
92,"[62, 31]",2
260,"[62, 31]",2
61,"[3, 62]",2
45,"[685, 62]",2
46,"[685, 62]",2
47,"[685, 62]",2
48,"[685, 7]",2
49,"[62, 22]",2
50,"[685, 62]",2
52,"[685, 62]",2
53,"[685, 62]",2
55,"[685, 62]",2
56,"[282, 62]",2
58,"[685, 62]",2
59,"[685, 62]",2
62,"[685, 62]",2
43,"[62, 22]",2
63,"[685, 62]",2
65,"[685, 62]",2
66,"[685, 62]",2
68,"[685, 62]",2
69,"[282, 62]",2
70,"[62, 22]",2
135,"[62, 22]",2
136,"[282, 62]",2
151,"[62, 22]",2
198,"[685, 62]",2
234,"[3, 62]",2
249,"[282, 62]",2
44,"[685, 62]",2
39,"[685, 62]",2
90,"[62, 31]",2
16,"[62, 31]",2
3,"[62, 31]",2
4,"[62, 22]",2
5,"[62, 31]",2
6,"[62, 31]",2
7,"[62, 31]",2
9,"[62, 31]",2
10,"[62, 31]",2
11,"[62, 31]",2
12,"[62, 31]",2
13,"[62, 31]",2
14,"[62, 31]",2
15,"[62, 31]",2
18,"[62, 31]",2
37,"[685, 62]",2
19,"[685, 62]",2
21,"[685, 62]",2
22,"[685, 62]",2
23,"[685, 62]",2
24,"[3, 62]",2
25,"[685, 62]",2
27,"[282, 62]",2
30,"[685, 62]",2
31,"[685, 62]",2
32,"[685, 62]",2
34,"[62, 31]",2
36,"[282, 62]",2
256,"[62, 31]",2
304,"[685, 62]",2
373,"[1721, 62]",2
194,"[3, 62]",2
1392,"[685, 62]",2
1545,"[62, 22]",2
1599,"[62, 22]",2
1609,"[62, 22]",2
1959,"[282, 62]",2
2539,"[1721, 62]",2
3146,"[62, 22]",2
3319,"[685, 62]",2
72,"[62, 31]",2
109,"[685, 62]",2
112,"[62, 31]",2
184,"[62, 31]",2
204,"[62, 31]",2
437,"[282, 62]",2
257,"[62, 55]",2
305,"[62, 31]",2
898,"[62, 31]",2
3977,"[62, 31]",2
75,"[62, 31]",2
77,"[62, 31]",2
80,"[62, 31]",2
82,"[62, 31]",2
84,"[62, 31]",2
86,"[62, 31]",2
87,"[62, 31]",2
88,"[62, 31]",2
1364,"[8, 62]",2
1235,"[62, 22]",2
1170,"[282, 62]",2
1135,"[685, 62]",2
443,"[62, 22]",2
447,"[62, 22]",2
457,"[62, 22]",2
502,"[62, 22]",2
521,"[282, 62]",2
524,"[3, 62]",2
529,"[3, 62]",2
599,"[685, 62]",2
600,"[62, 22]",2
710,"[685, 62]",2
717,"[282, 62]",2
724,"[62, 22]",2
736,"[62, 55]",2
760,"[685, 62]",2
804,"[282, 62]",2
827,"[685, 62]",2
864,"[685, 62]",2
926,"[282, 62]",2
962,"[282, 62]",2
972,"[8, 62]",2
989,"[282, 62]",2
1022,"[62, 22]",2
1106,"[62, 22]",2
1114,"[685, 62]",2
1116,"[282, 62]",2
211,"[62, 31]",2
273,"[3, 62]",2
542,"[282, 62]",2
419,"[282, 62]",2
1738,"[1721, 62]",2
387,"[62, 31]",2
388,"[62, 31]",2
394,"[62, 31]",2
400,"[62, 31]",2
402,"[685, 62]",2
403,"[282, 62]",2
408,"[5672, 62]",2
410,"[62, 22]",2
412,"[685, 62]",2
413,"[685, 62]",2
416,"[62, 31]",2
420,"[685, 62]",2
1255,"[62, 31]",2
422,"[685, 62]",2
423,"[685, 62]",2
424,"[685, 62]",2
427,"[685, 62]",2
428,"[685, 62]",2
430,"[62, 22]",2
431,"[282, 62]",2
435,"[282, 62]",2
436,"[62, 22]",2
438,"[62, 22]",2
439,"[62, 22]",2
440,"[62, 22]",2
1403,"[62, 7]",2
1045,"[3, 62]",2
2190,"[3, 62]",2
369,"[685, 62]",2
2261,"[62, 31]",2
347,"[685, 62]",2
349,"[62, 31]",2
352,"[282, 62]",2
357,"[62, 31]",2
358,"[62, 31]",2
360,"[62, 31]",2
361,"[62, 31]",2
362,"[62, 31]",2
364,"[62, 31]",2
365,"[8, 62]",2
367,"[62, 31]",2
371,"[685, 62]",2
970,"[62, 31]",2
374,"[282, 62]",2
1252,"[62, 23]",2
3579,"[62, 31]",2
377,"[62, 31]",2
380,"[62, 31]",2
381,"[62, 31]",2
383,"[62, 22]",2
385,"[8, 62]",2
685,"[685, 62]",2
820,"[685, 62]",2
873,"[3, 62]",2
894,"[203, 62]",2
444,"[62, 22]",2
446,"[62, 22]",2
448,"[62, 22]",2
520,"[282, 62]",2
500,"[282, 62]",2
503,"[282, 62]",2
504,"[685, 62]",2
505,"[62, 31]",2
506,"[62, 22]",2
507,"[282, 62]",2
508,"[282, 62]",2
509,"[62, 22]",2
511,"[62, 22]",2
512,"[282, 62]",2
513,"[62, 22]",2
518,"[62, 22]",2
522,"[62, 22]",2
449,"[282, 62]",2
526,"[3, 62]",2
527,"[282, 62]",2
528,"[62, 22]",2
530,"[62, 22]",2
531,"[3, 62]",2
532,"[3, 62]",2
533,"[3, 62]",2
535,"[62, 22]",2
1447,"[62, 23]",2
538,"[62, 22]",2
540,"[685, 62]",2
541,"[62, 22]",2
499,"[685, 62]",2
497,"[3, 62]",2
496,"[8, 62]",2
495,"[62, 31]",2
450,"[62, 22]",2
451,"[62, 22]",2
452,"[3, 62]",2
453,"[62, 22]",2
455,"[62, 22]",2
458,"[685, 62]",2
459,"[62, 22]",2
460,"[3, 62]",2
463,"[62, 22]",2
467,"[62, 22]",2
468,"[3, 62]",2
580,"[685, 62]",2
722,"[685, 62]",2
1262,"[62, 31]",2
470,"[62, 55]",2
473,"[62, 31]",2
480,"[62, 31]",2
482,"[62, 31]",2
483,"[685, 62]",2
484,"[685, 62]",2
486,"[62, 31]",2
490,"[62, 31]",2
492,"[685, 62]",2
493,"[685, 62]",2
494,"[685, 62]",2
2229,"[62, 31]",2
1449,"[1721, 62]",2
277,"[62, 31]",2
1243,"[62, 22]",2
259,"[62, 31]",2
261,"[3, 62]",2
262,"[685, 62]",2
263,"[62, 22]",2
275,"[62, 31]",2
336,"[1721, 62]",2
337,"[62, 31]",2
356,"[68, 62]",2
634,"[685, 62]",2
660,"[685, 62]",2
735,"[282, 62]",2
1110,"[62, 31]",2
1576,"[62, 31]",2
252,"[62, 31]",2
267,"[62, 31]",2
271,"[282, 62]",2
274,"[282, 62]",2
279,"[8, 62]",2
280,"[685, 62]",2
282,"[62, 31]",2
283,"[62, 31]",2
284,"[62, 31]",2
286,"[62, 31]",2
287,"[62, 31]",2
289,"[62, 31]",2
291,"[685, 62]",2
255,"[62, 31]",2
6484,"[5672, 62]",2
1085,"[62, 31]",2
214,"[62, 31]",2
293,"[62, 31]",2
330,"[893, 62]",2
341,"[62, 31]",2
389,"[282, 62]",2
479,"[282, 62]",2
811,"[62, 31]",2
927,"[685, 62]",2
955,"[685, 62]",2
1089,"[685, 62]",2
1197,"[62, 31]",2
1224,"[68, 62]",2
2989,"[8, 62]",2
390,"[62, 22]",2
247,"[685, 62]",2
461,"[3, 62]",2
514,"[3, 62]",2
571,"[3, 62]",2
679,"[685, 62]",2
1219,"[62, 31]",2
1696,"[8, 62]",2
219,"[62, 22]",2
220,"[62, 31]",2
221,"[62, 31]",2
228,"[62, 31]",2
244,"[62, 31]",2
246,"[62, 31]",2
292,"[62, 31]",2
295,"[282, 62]",2
296,"[8, 62]",2
335,"[685, 62]",2
848,"[685, 62]",2
1078,"[62, 31]",2
1098,"[685, 62]",2
1137,"[685, 62]",2
1221,"[282, 62]",2
1583,"[685, 62]",2
326,"[62, 31]",2
327,"[62, 22]",2
328,"[62, 31]",2
332,"[62, 31]",2
333,"[62, 31]",2
334,"[62, 31]",2
382,"[62, 31]",2
307,"[62, 31]",2
401,"[685, 62]",2
407,"[1721, 62]",2
426,"[685, 62]",2
433,"[685, 62]",2
539,"[685, 62]",2
547,"[59, 62]",2
555,"[685, 62]",2
639,"[685, 62]",2
709,"[685, 62]",2
733,"[685, 62]",2
997,"[8, 62]",2
1084,"[62, 31]",2
785,"[62, 31]",2
489,"[62, 31]",2
414,"[62, 31]",2
378,"[62, 31]",2
534,"[3, 62]",2
723,"[282, 62]",2
742,"[62, 31]",2
1220,"[62, 31]",2
298,"[62, 31]",2
299,"[62, 31]",2
300,"[685, 62]",2
308,"[62, 31]",2
309,"[62, 31]",2
375,"[62, 31]",2
392,"[282, 62]",2
397,"[62, 31]",2
406,"[685, 62]",2
623,"[685, 62]",2
738,"[1721, 62]",2
1205,"[62, 31]",2
1582,"[685, 62]",2
2153,"[1721, 62]",2
2208,"[1721, 62]",2
2393,"[62, 31]",2
3668,"[1721, 62]",2
311,"[685, 62]",2
312,"[62, 31]",2
317,"[685, 62]",2
321,"[685, 62]",2
1276,"[8, 62]",2
832,"[62, 31]",2
1389,"[282, 62]",2
1730,"[62, 7]",2
1393,"[62, 7]",2
1529,"[62, 31]",2
1747,"[62, 22]",2
1745,"[1721, 62]",2
1400,"[187, 62]",2
1401,"[187, 62]",2
1744,"[62, 7]",2
1402,"[8, 62]",2
1742,"[62, 7]",2
1741,"[62, 7]",2
1740,"[1721, 62]",2
1404,"[62, 31]",2
1737,"[62, 7]",2
1736,"[1721, 62]",2
1735,"[62, 7]",2
1734,"[62, 7]",2
1733,"[62, 7]",2
1731,"[62, 7]",2
1410,"[685, 62]",2
1748,"[62, 7]",2
1749,"[62, 55]",2
1750,"[62, 7]",2
2452,"[3, 62]",2
1381,"[282, 62]",2
1382,"[282, 62]",2
1757,"[685, 62]",2
1383,"[282, 62]",2
1384,"[282, 62]",2
1386,"[282, 62]",2
1387,"[282, 62]",2
1388,"[282, 62]",2
1755,"[8, 62]",2
537,"[282, 62]",2
6033,"[5672, 62]",2
1390,"[8, 62]",2
1753,"[685, 62]",2
1645,"[282, 62]",2
1817,"[282, 62]",2
1891,"[8, 62]",2
1391,"[62, 31]",2
1751,"[282, 62]",2
1411,"[685, 62]",2
1729,"[1721, 62]",2
6028,"[62, 7]",2
1412,"[62, 22]",2
1434,"[187, 62]",2
1437,"[282, 62]",2
6043,"[5672, 62]",2
1438,"[187, 62]",2
1439,"[8, 62]",2
1440,"[282, 62]",2
1441,"[187, 62]",2
1715,"[62, 7]",2
1714,"[62, 7]",2
1713,"[62, 7]",2
1443,"[8, 62]",2
1444,"[8, 62]",2
1445,"[8, 62]",2
1712,"[3, 62]",2
1711,"[1721, 62]",2
1448,"[203, 62]",2
1450,"[8, 62]",2
1451,"[1721, 62]",2
1710,"[5672, 62]",2
1717,"[8, 62]",2
1432,"[282, 62]",2
1431,"[203, 62]",2
